EmpID,Age,AgeGroup,Education,EducationField,Gender,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel,JobRole,MaritalStatus
RM1006,29,26-35,3,Other,Male,10,10,9,0,9.0,3,Human Resources,Single
RM1008,29,26-35,1,Other,Female,9,8,7,7,7.0,3,Healthcare Representative,Single
RM1058,29,26-35,3,Technical Degree,Female,7,5,3,0,0.0,2,Sales Executive,Single
RM1064,29,26-35,3,Life Sciences,Male,10,10,7,0,4.0,2,Sales Executive,Divorced
RM1073,29,26-35,1,Life Sciences,Female,4,3,2,0,2.0,1,Laboratory Technician,Married
RM1078,29,26-35,4,Technical Degree,Male,11,9,7,0,7.0,1,Research Scientist,Single
RM1091,29,26-35,1,Other,Female,9,7,7,0,7.0,2,Healthcare Representative,Married
RM1105,29,26-35,3,Life Sciences,Male,5,1,0,0,0.0,1,Research Scientist,Married
RM1123,29,26-35,1,Medical,Male,10,10,9,1,5.0,1,Laboratory Technician,Single
RM1126,29,26-35,1,Life Sciences,Male,6,6,4,1,3.0,2,Healthcare Representative,Divorced
RM1173,29,26-35,3,Medical,Male,8,5,2,1,4.0,2,Sales Executive,Single
RM1189,29,26-35,3,Medical,Male,10,10,0,0,9.0,2,Sales Executive,Divorced
RM1220,29,26-35,4,Medical,Female,9,5,3,1,2.0,1,Laboratory Technician,Married
RM1250,29,26-35,3,Marketing,Female,2,2,2,2,2.0,1,Sales Representative,Single
RM1251,29,26-35,3,Life Sciences,Male,10,3,2,0,2.0,2,Healthcare Representative,Single
RM1259,29,26-35,3,Technical Degree,Female,1,1,0,0,0.0,1,Research Scientist,Divorced
RM1314,29,26-35,3,Human Resources,Male,4,2,2,2,0.0,1,Human Resources,Divorced
RM1319,29,26-35,1,Medical,Male,11,11,8,3,10.0,1,Laboratory Technician,Married
RM1325,29,26-35,1,Life Sciences,Male,11,7,0,1,6.0,2,Healthcare Representative,Divorced
RM1330,29,26-35,1,Medical,Male,1,1,0,0,0.0,1,Human Resources,Married
RM1333,29,26-35,2,Life Sciences,Male,1,1,0,1,0.0,1,Research Scientist,Single
RM1344,29,26-35,3,Life Sciences,Male,11,3,2,1,2.0,1,Laboratory Technician,Single
RM1366,29,26-35,3,Technical Degree,Male,1,1,0,0,0.0,1,Sales Representative,Single
RM1388,29,26-35,3,Life Sciences,Male,6,5,3,0,2.0,2,Healthcare Representative,Married
RM1443,29,26-35,4,Medical,Male,4,2,2,2,2.0,1,Research Scientist,Married
RM1460,29,26-35,2,Other,Male,10,4,3,0,3.0,2,Laboratory Technician,Married
RM1461,29,26-35,4,Medical,Female,5,5,4,0,4.0,1,Research Scientist,Single
RM1461,29,26-35,4,Medical,Female,5,5,4,0,4.0,1,Research Scientist,Single
RM008,30,26-35,1,Life Sciences,Male,1,1,0,0,3.0,1,Laboratory Technician,Divorced
RM033,30,26-35,2,Medical,Male,10,10,0,1,8.0,1,Laboratory Technician,Single
RM045,30,26-35,2,Medical,Female,12,12,8,3,7.0,2,Laboratory Technician,Single
RM081,30,26-35,1,Life Sciences,Male,10,10,8,3,0.0,2,Laboratory Technician,Married
RM089,30,26-35,3,Life Sciences,Male,11,11,10,10,8.0,2,Healthcare Representative,Married
RM093,30,26-35,2,Medical,Female,11,11,8,2,7.0,2,Sales Executive,Divorced
RM121,30,26-35,3,Life Sciences,Male,10,10,7,0,9.0,1,Research Scientist,Divorced
RM140,30,26-35,3,Human Resources,Male,12,11,9,4,3.0,2,Human Resources,Married
RM144,30,26-35,3,Life Sciences,Female,5,5,4,0,3.0,1,Research Scientist,Single
RM146,30,26-35,3,Technical Degree,Female,8,3,2,2,3.0,1,Research Scientist,Divorced
RM147,30,26-35,1,Medical,Male,6,5,3,1,3.0,1,Laboratory Technician,Single
RM168,30,26-35,3,Life Sciences,Female,12,10,9,7,4.0,3,Sales Executive,Married
RM174,30,26-35,3,Medical,Male,12,12,9,6,10.0,2,Laboratory Technician,Divorced
RM212,30,26-35,1,Life Sciences,Male,12,11,8,5,8.0,3,Manufacturing Director,Single
RM215,30,26-35,3,Technical Degree,Female,8,5,2,0,4.0,1,Research Scientist,Single
RM217,30,26-35,4,Marketing,Female,9,6,3,0,1.0,2,Sales Executive,Single
RM325,30,26-35,2,Medical,Female,11,10,8,1,9.0,2,Research Scientist,Married
RM339,30,26-35,3,Marketing,Female,10,10,9,1,2.0,2,Sales Executive,Divorced
RM355,30,26-35,2,Technical Degree,Female,4,2,2,2,2.0,2,Sales Executive,Married
RM382,30,26-35,1,Technical Degree,Male,1,1,0,0,0.0,1,Sales Representative,Married
RM386,30,26-35,3,Technical Degree,Male,3,1,0,0,0.0,1,Research Scientist,Single
RM403,30,26-35,3,Technical Degree,Female,6,5,4,4,4.0,2,Sales Executive,Single
RM411,30,26-35,3,Life Sciences,Female,11,5,4,0,2.0,2,Manufacturing Director,Single
RM420,30,26-35,3,Life Sciences,Male,9,5,3,1,4.0,1,Laboratory Technician,Married
RM424,30,26-35,4,Other,Female,10,9,8,7,8.0,3,Sales Executive,Married
RM427,30,26-35,3,Medical,Female,12,11,7,6,7.0,1,Laboratory Technician,Single
RM438,30,26-35,1,Marketing,Male,4,3,2,1,2.0,1,Sales Representative,Single
RM481,30,26-35,4,Life Sciences,Male,1,1,0,0,0.0,1,Sales Representative,Married
RM502,30,26-35,3,Medical,Female,1,1,0,0,0.0,1,Research Scientist,Divorced
RM546,30,26-35,5,Marketing,Male,10,8,7,7,7.0,2,Sales Executive,Divorced
RM582,30,26-35,3,Life Sciences,Male,7,2,2,0,2.0,1,Laboratory Technician,Married
RM603,30,26-35,3,Medical,Female,12,0,0,0,0.0,2,Manufacturing Director,Single
RM624,30,26-35,4,Life Sciences,Male,10,5,4,0,3.0,1,Research Scientist,Divorced
RM703,30,26-35,2,Other,Male,10,8,4,7,7.0,3,Sales Executive,Divorced
RM721,30,26-35,3,Life Sciences,Female,7,5,2,0,1.0,1,Research Scientist,Married
RM731,30,26-35,2,Life Sciences,Female,9,8,7,1,7.0,3,Research Director,Married
RM733,30,26-35,3,Medical,Female,4,3,2,1,2.0,1,Laboratory Technician,Single
RM783,30,26-35,3,Other,Male,7,6,2,0,2.0,2,Manufacturing Director,Married
RM845,30,26-35,3,Marketing,Male,10,10,3,1,4.0,2,Sales Executive,Married
RM866,30,26-35,4,Life Sciences,Male,8,4,3,0,3.0,2,Sales Executive,Divorced
RM875,30,26-35,4,Life Sciences,Male,10,10,7,8,9.0,2,Laboratory Technician,Divorced
RM887,30,26-35,3,Medical,Male,12,11,9,5,7.0,1,Research Scientist,Married
RM932,30,26-35,2,Medical,Female,10,8,4,1,7.0,2,Manufacturing Director,Single
RM942,30,26-35,3,Technical Degree,Female,10,9,2,6,7.0,2,Laboratory Technician,Married
RM949,30,26-35,4,Medical,Female,9,9,1,0,8.0,3,Manager,Married
RM1014,30,26-35,4,Marketing,Female,8,3,2,0,2.0,2,Sales Executive,Divorced
RM1050,30,26-35,1,Life Sciences,Male,4,2,1,2,2.0,2,Sales Executive,Married
RM1053,30,26-35,3,Technical Degree,Male,1,1,0,0,0.0,1,Research Scientist,Divorced
RM1065,30,26-35,3,Life Sciences,Male,6,5,3,1,3.0,1,Human Resources,Divorced
RM1107,30,26-35,3,Life Sciences,Male,10,10,8,6,7.0,2,Sales Executive,Married
RM1110,30,26-35,4,Technical Degree,Male,9,4,2,1,3.0,3,Sales Executive,Married
RM1142,30,26-35,3,Medical,Male,6,6,4,1,1.0,1,Research Scientist,Married
RM1234,30,26-35,1,Life Sciences,Male,10,10,0,0,8.0,1,Research Scientist,Married
RM1245,30,26-35,4,Technical Degree,Female,10,9,7,0,7.0,1,Research Scientist,Single
RM1247,30,26-35,3,Human Resources,Female,6,4,2,1,2.0,1,Human Resources,Divorced
RM1252,30,26-35,2,Marketing,Male,12,7,7,1,7.0,3,Sales Executive,Divorced
RM1260,30,26-35,3,Life Sciences,Male,10,7,0,1,7.0,2,Healthcare Representative,Married
RM1297,30,26-35,3,Medical,Female,9,7,7,0,2.0,3,Manufacturing Director,Single
RM1339,30,26-35,3,Medical,Male,1,1,0,0,0.0,1,Sales Representative,Single
RM1413,30,26-35,2,Medical,Male,12,12,8,1,7.0,1,Laboratory Technician,Married
RM013,31,26-35,1,Life Sciences,Male,5,5,2,4,3.0,1,Research Scientist,Divorced
RM059,31,26-35,4,Life Sciences,Male,10,7,7,1,7.0,2,Laboratory Technician,Divorced
RM073,31,26-35,4,Medical,Male,1,1,1,1,3.0,1,Research Scientist,Single
RM076,31,26-35,4,Life Sciences,Female,11,11,7,1,3.0,2,Manufacturing Director,Single
RM125,31,26-35,4,Life Sciences,Male,12,7,7,7,7.0,2,Sales Executive,Married
RM133,31,26-35,3,Life Sciences,Female,4,2,2,2,2.0,2,Sales Executive,Married
RM181,31,26-35,1,Medical,Female,7,4,2,0,2.0,1,Research Scientist,Married
RM225,31,26-35,4,Medical,Male,6,5,4,1,4.0,2,Manufacturing Director,Married
RM246,31,26-35,4,Medical,Male,9,2,2,2,2.0,3,Research Director,Divorced
RM260,31,26-35,2,Medical,Male,6,5,4,1,4.0,1,Laboratory Technician,Single
RM267,31,26-35,3,Medical,Male,10,9,0,7,8.0,2,Healthcare Representative,Married
RM293,31,26-35,3,Marketing,Female,2,2,2,2,2.0,1,Sales Representative,Divorced
RM304,31,26-35,3,Technical Degree,Male,10,8,7,7,7.0,2,Sales Executive,Married
RM310,31,26-35,4,Technical Degree,Male,6,5,2,0,3.0,1,Research Scientist,Married
RM311,31,26-35,3,Human Resources,Male,9,2,2,1,0.0,2,Human Resources,Married
RM313,31,26-35,4,Life Sciences,Male,3,2,2,2,2.0,1,Research Scientist,Divorced
RM322,31,26-35,3,Marketing,Male,13,7,7,1,7.0,2,Sales Executive,Divorced
RM326,31,26-35,2,Life Sciences,Female,10,10,9,8,9.0,3,Manufacturing Director,Married
RM343,31,26-35,4,Medical,Female,11,11,9,4,10.0,3,Manufacturing Director,Single
RM370,31,26-35,4,Life Sciences,Male,3,2,2,2,2.0,1,Research Scientist,Single
RM395,31,26-35,2,Medical,Female,13,13,10,3,12.0,2,Manufacturing Director,Married
RM400,31,26-35,2,Life Sciences,Male,4,4,2,3,2.0,1,Laboratory Technician,Married
RM435,31,26-35,1,Life Sciences,Male,13,13,8,0,8.0,3,Manufacturing Director,Divorced
RM440,31,26-35,3,Life Sciences,Male,12,1,0,0,0.0,3,Healthcare Representative,Married
RM451,31,26-35,1,Life Sciences,Male,10,6,5,0,5.0,2,Sales Executive,Single
RM457,31,26-35,3,Life Sciences,Male,10,5,4,0,1.0,3,Manager,Divorced
RM483,31,26-35,4,Medical,Male,9,3,1,1,2.0,2,Sales Executive,Divorced
RM485,31,26-35,4,Medical,Male,13,7,7,5,7.0,2,Sales Executive,Divorced
RM645,31,26-35,4,Life Sciences,Male,8,6,4,0,2.0,1,Research Scientist,Married
RM676,31,26-35,4,Life Sciences,Male,13,7,7,5,2.0,1,Sales Representative,Married
RM680,31,26-35,2,Marketing,Female,9,9,8,0,0.0,2,Sales Executive,Married
RM691,31,26-35,3,Medical,Female,10,9,7,8,5.0,2,Healthcare Representative,Married
RM710,31,26-35,2,Medical,Male,4,3,2,1,2.0,1,Research Scientist,Single
RM727,31,26-35,1,Life Sciences,Female,4,4,3,0,3.0,2,Manufacturing Director,Married
RM819,31,26-35,3,Life Sciences,Male,3,2,2,2,2.0,1,Sales Representative,Married
RM832,31,26-35,3,Medical,Male,2,2,2,2,2.0,1,Laboratory Technician,Married
RM896,31,26-35,2,Medical,Male,6,6,5,0,1.0,2,Healthcare Representative,Married
RM897,31,26-35,3,Medical,Female,10,10,9,1,8.0,2,Healthcare Representative,Single
RM951,31,26-35,4,Life Sciences,Female,10,10,8,9,6.0,3,Sales Executive,Divorced
RM953,31,26-35,3,Life Sciences,Female,3,3,2,2,2.0,1,Sales Representative,Single
RM981,31,26-35,3,Life Sciences,Female,3,1,0,0,0.0,1,Sales Representative,Single
RM986,31,26-35,4,Medical,Male,10,10,2,6,7.0,2,Manufacturing Director,Married
RM1013,31,26-35,4,Life Sciences,Female,1,1,0,0,0.0,1,Sales Representative,Single
RM1015,31,26-35,5,Life Sciences,Female,9,3,2,1,0.0,4,Research Director,Single
RM1017,31,26-35,3,Life Sciences,Female,1,1,0,0,0.0,1,Research Scientist,Single
RM1031,31,26-35,2,Life Sciences,Male,13,13,7,9,9.0,3,Sales Executive,Divorced
RM1034,31,26-35,5,Life Sciences,Female,10,10,8,4,7.0,3,Manufacturing Director,Single
RM1036,31,26-35,2,Medical,Female,8,3,2,0,2.0,1,Human Resources,Single
RM1037,31,26-35,3,Life Sciences,Male,7,2,2,2,2.0,1,Laboratory Technician,Married
RM1086,31,26-35,3,Life Sciences,Female,7,7,2,7,7.0,1,Research Scientist,Single
RM1145,31,26-35,4,Other,Male,10,5,2,0,3.0,2,Sales Executive,Single
RM1192,31,26-35,4,Life Sciences,Female,10,10,0,0,2.0,2,Sales Executive,Married
RM1228,31,26-35,4,Life Sciences,Male,6,5,2,0,3.0,1,Laboratory Technician,Married
RM1240,31,26-35,1,Technical Degree,Female,9,5,4,1,4.0,2,Manufacturing Director,Single
RM1248,31,26-35,3,Technical Degree,Male,6,5,2,0,2.0,2,Sales Executive,Married
RM1258,31,26-35,4,Marketing,Male,10,1,0,0,0.0,3,Sales Executive,Married
RM1275,31,26-35,4,Marketing,Female,13,12,7,5,7.0,2,Sales Executive,Married
RM1307,31,26-35,4,Marketing,Female,9,3,2,2,2.0,3,Sales Executive,Married
RM1313,31,26-35,5,Human Resources,Male,2,1,0,0,0.0,1,Human Resources,Married
RM1342,31,26-35,3,Life Sciences,Male,10,10,8,0,2.0,2,Laboratory Technician,Divorced
RM1359,31,26-35,2,Medical,Female,8,5,2,1,4.0,2,Sales Executive,Divorced
RM1361,31,26-35,3,Medical,Female,4,2,2,2,2.0,1,Laboratory Technician,Divorced
RM1383,31,26-35,2,Medical,Male,4,4,2,2,3.0,1,Research Scientist,Divorced
RM1390,31,26-35,3,Life Sciences,Male,10,10,8,8,7.0,2,Research Scientist,Married
RM1396,31,26-35,4,Marketing,Male,10,10,7,0,8.0,2,Sales Executive,Married
RM1403,31,26-35,1,Medical,Female,1,1,0,0,0.0,1,Laboratory Technician,Divorced
RM1406,31,26-35,3,Medical,Female,13,11,7,4,8.0,3,Research Director,Married
RM1418,31,26-35,2,Life Sciences,Male,3,2,2,1,2.0,1,Sales Representative,Married
RM1464,31,26-35,3,Medical,Male,10,9,4,1,7.0,2,Manufacturing Director,Single
RM1464,31,26-35,3,Medical,Male,10,9,4,1,7.0,2,Manufacturing Director,Single
RM006,32,26-35,2,Life Sciences,Male,8,7,7,3,6.0,1,Laboratory Technician,Single
RM017,32,26-35,2,Life Sciences,Male,7,6,2,0,5.0,1,Research Scientist,Divorced
RM027,32,26-35,1,Life Sciences,Female,10,10,2,6,3.0,1,Research Scientist,Single
RM061,32,26-35,3,Medical,Male,9,9,8,7,8.0,2,Manufacturing Director,Married
RM074,32,26-35,3,Life Sciences,Male,10,10,4,0,3.0,2,Research Scientist,Married
RM095,32,26-35,4,Medical,Male,12,11,8,5,7.0,2,Sales Executive,Single
RM102,32,26-35,1,Life Sciences,Male,1,1,0,0,0.0,1,Research Scientist,Single
RM141,32,26-35,3,Medical,Female,10,5,4,0,3.0,1,Laboratory Technician,Single
RM145,32,26-35,2,Medical,Male,9,8,7,0,3.0,2,Sales Executive,Divorced
RM155,32,26-35,3,Marketing,Female,9,9,8,3,7.0,3,Sales Executive,Single
RM170,32,26-35,5,Life Sciences,Male,8,5,4,1,4.0,1,Research Scientist,Single
RM211,32,26-35,4,Medical,Male,14,14,8,9,3.0,3,Sales Executive,Married
RM239,32,26-35,2,Life Sciences,Female,6,4,3,1,2.0,1,Sales Representative,Married
RM240,32,26-35,3,Life Sciences,Male,4,3,2,1,2.0,1,Laboratory Technician,Single
RM242,32,26-35,4,Marketing,Male,4,3,2,2,2.0,2,Sales Executive,Married
RM261,32,26-35,3,Life Sciences,Male,5,5,1,0,3.0,1,Laboratory Technician,Married
RM263,32,26-35,1,Technical Degree,Male,9,6,2,0,4.0,2,Laboratory Technician,Single
RM307,32,26-35,3,Life Sciences,Male,13,13,8,4,8.0,2,Sales Executive,Married
RM320,32,26-35,2,Technical Degree,Female,13,13,12,11,9.0,2,Sales Executive,Married
RM323,32,26-35,4,Medical,Female,10,7,7,0,7.0,2,Research Scientist,Single
RM352,32,26-35,3,Medical,Female,8,8,0,0,7.0,1,Laboratory Technician,Married
RM470,32,26-35,4,Other,Male,6,4,2,1,2.0,2,Sales Executive,Married
RM501,32,26-35,4,Life Sciences,Female,6,6,4,0,5.0,2,Research Scientist,Married
RM528,32,26-35,3,Marketing,Male,10,10,7,0,8.0,2,Sales Executive,Single
RM532,32,26-35,2,Life Sciences,Female,10,7,7,7,7.0,3,Research Director,Single
RM559,32,26-35,4,Life Sciences,Male,10,10,8,4,7.0,2,Laboratory Technician,Married
RM601,32,26-35,3,Life Sciences,Female,14,14,13,6,8.0,2,Manufacturing Director,Married
RM623,32,26-35,4,Life Sciences,Male,8,5,2,0,3.0,2,Sales Executive,Divorced
RM627,32,26-35,2,Medical,Female,9,5,3,1,3.0,2,Research Scientist,Married
RM638,32,26-35,3,Life Sciences,Male,4,3,0,0,2.0,1,Laboratory Technician,Divorced
RM642,32,26-35,2,Life Sciences,Male,10,10,8,5,3.0,2,Sales Executive,Married
RM657,32,26-35,4,Life Sciences,Male,1,1,0,0,1.0,1,Laboratory Technician,Single
RM683,32,26-35,3,Life Sciences,Female,5,3,0,0,2.0,1,Laboratory Technician,Married
RM693,32,26-35,4,Medical,Female,8,8,7,6,3.0,2,Manufacturing Director,Married
RM757,32,26-35,4,Medical,Female,10,8,7,7,7.0,1,Laboratory Technician,Single
RM851,32,26-35,1,Life Sciences,Female,1,1,0,0,0.0,1,Sales Representative,Divorced
RM881,32,26-35,3,Other,Female,2,2,2,2,2.0,1,Laboratory Technician,Married
RM882,32,26-35,2,Life Sciences,Female,10,8,7,0,7.0,2,Research Scientist,Single
RM936,32,26-35,3,Medical,Male,10,10,7,0,8.0,2,Sales Executive,Married
RM940,32,26-35,2,Life Sciences,Male,10,10,4,1,1.0,2,Laboratory Technician,Married
RM992,32,26-35,1,Marketing,Male,4,3,2,1,2.0,2,Sales Executive,Married
RM1027,32,26-35,5,Marketing,Male,7,4,3,0,3.0,2,Sales Executive,Married
RM1076,32,26-35,3,Medical,Male,10,5,2,0,0.0,3,Manager,Single
RM1102,32,26-35,2,Life Sciences,Female,12,7,1,2,5.0,2,Research Scientist,Married
RM1114,32,26-35,4,Technical Degree,Male,9,6,5,1,2.0,2,Research Scientist,Married
RM1140,32,26-35,4,Other,Female,6,3,2,0,2.0,1,Research Scientist,Married
RM1191,32,26-35,3,Medical,Male,10,9,5,1,6.0,2,Research Scientist,Divorced
RM1206,32,26-35,4,Life Sciences,Male,1,1,0,0,0.0,1,Laboratory Technician,Single
RM1227,32,26-35,3,Life Sciences,Male,10,5,2,1,3.0,1,Research Scientist,Married
RM1238,32,26-35,2,Life Sciences,Male,10,0,0,0,0.0,2,Sales Executive,Single
RM1242,32,26-35,3,Life Sciences,Male,10,4,3,0,2.0,3,Sales Executive,Married
RM1261,32,26-35,4,Technical Degree,Male,12,7,7,0,7.0,1,Research Scientist,Single
RM1320,32,26-35,4,Marketing,Male,4,0,0,0,0.0,2,Sales Executive,Single
RM1327,32,26-35,4,Marketing,Male,7,2,2,2,2.0,2,Sales Executive,Single
RM1376,32,26-35,2,Life Sciences,Female,8,4,1,0,3.0,1,Research Scientist,Single
RM1389,32,26-35,4,Medical,Female,9,5,1,1,2.0,2,Healthcare Representative,Divorced
RM1395,32,26-35,4,Life Sciences,Male,8,1,0,0,0.0,2,Manufacturing Director,Single
RM1427,32,26-35,4,Life Sciences,Female,6,6,2,4,1.0,1,Laboratory Technician,Single
RM1429,32,26-35,4,Medical,Male,3,2,2,2,2.0,1,Sales Representative,Married
RM1432,32,26-35,4,Marketing,Female,14,14,10,5,7.0,3,Sales Executive,Married
RM1450,32,26-35,3,Technical Degree,Male,4,4,2,1,2.0,1,Research Scientist,Single
RM004,33,26-35,4,Life Sciences,Female,8,8,7,3,0.0,1,Research Scientist,Married
RM031,33,26-35,3,Medical,Male,7,1,1,0,3.0,1,Laboratory Technician,Single
RM040,33,26-35,3,Life Sciences,Female,10,5,3,1,3.0,2,Sales Executive,Married
RM056,33,26-35,2,Life Sciences,Female,15,15,14,8,12.0,3,Research Director,Single
RM122,33,26-35,2,Marketing,Male,8,7,7,0,7.0,2,Sales Executive,Married
RM177,33,26-35,3,Life Sciences,Male,4,3,1,0,2.0,1,Research Scientist,Single
RM186,33,26-35,3,Medical,Female,8,8,7,1,6.0,1,Research Scientist,Married
RM222,33,26-35,4,Medical,Female,7,3,2,1,1.0,1,Research Scientist,Married
RM235,33,26-35,3,Medical,Male,8,5,4,0,4.0,1,Laboratory Technician,Married
RM237,33,26-35,2,Life Sciences,Female,13,9,7,1,7.0,1,Laboratory Technician,Married
RM247,33,26-35,4,Life Sciences,Female,2,2,2,0,2.0,1,Research Scientist,Married
RM314,33,26-35,4,Life Sciences,Female,12,10,6,8,8.0,3,Manager,Married
RM329,33,26-35,3,Marketing,Male,9,7,7,0,1.0,2,Sales Executive,Single
RM364,33,26-35,3,Marketing,Female,1,1,0,0,0.0,1,Sales Representative,Single
RM436,33,26-35,1,Medical,Male,15,7,6,7,7.0,3,Manager,Married
RM437,33,26-35,1,Medical,Male,8,4,3,1,3.0,1,Laboratory Technician,Divorced
RM456,33,26-35,5,Medical,Female,10,6,1,0,5.0,4,Research Director,Divorced
RM500,33,26-35,4,Marketing,Male,6,5,0,1,2.0,2,Sales Executive,Divorced
RM510,33,26-35,3,Life Sciences,Male,15,13,11,4,7.0,2,Healthcare Representative,Divorced
RM515,33,26-35,3,Life Sciences,Male,10,10,8,9,7.0,1,Research Scientist,Single
RM563,33,26-35,4,Other,Male,10,10,9,7,8.0,1,Research Scientist,Single
RM591,33,26-35,3,Medical,Male,14,13,9,3,7.0,3,Research Director,Married
RM592,33,26-35,3,Marketing,Female,6,3,2,0,2.0,2,Sales Executive,Single
RM620,33,26-35,3,Medical,Male,9,9,8,0,8.0,2,Sales Executive,Divorced
RM656,33,26-35,2,Human Resources,Male,7,4,3,0,3.0,1,Human Resources,Divorced
RM674,33,26-35,4,Other,Male,6,3,2,0,2.0,1,Research Scientist,Single
RM695,33,26-35,3,Life Sciences,Female,6,5,0,1,4.0,2,Healthcare Representative,Single
RM711,33,26-35,3,Life Sciences,Male,10,10,8,6,0.0,4,Manager,Single
RM713,33,26-35,1,Life Sciences,Female,5,3,2,0,2.0,1,Research Scientist,Single
RM716,33,26-35,4,Other,Female,6,6,5,1,2.0,2,Healthcare Representative,Married
RM755,33,26-35,1,Life Sciences,Female,3,2,2,2,2.0,1,Sales Representative,Single
RM791,33,26-35,3,Life Sciences,Male,9,3,2,1,2.0,3,Healthcare Representative,Divorced
RM793,33,26-35,4,Medical,Female,14,13,7,3,8.0,2,Research Scientist,Single
RM799,33,26-35,3,Medical,Male,5,2,2,2,2.0,1,Research Scientist,Single
RM803,33,26-35,3,Life Sciences,Female,4,3,2,0,2.0,2,Sales Executive,Married
RM830,33,26-35,4,Marketing,Female,6,5,2,0,3.0,2,Sales Executive,Single
RM864,33,26-35,3,Human Resources,Male,5,5,4,1,4.0,1,Human Resources,Married
RM873,33,26-35,3,Medical,Female,10,10,7,0,1.0,2,Sales Executive,Married
RM884,33,26-35,3,Medical,Male,15,14,10,4,10.0,1,Research Scientist,Married
RM909,33,26-35,5,Marketing,Male,10,9,8,0,8.0,3,Sales Executive,Divorced
RM991,33,26-35,1,Life Sciences,Male,8,5,4,1,2.0,2,Sales Executive,Married
RM1048,33,26-35,3,Medical,Male,5,4,3,0,3.0,2,Sales Executive,Married
RM1067,33,26-35,4,Medical,Female,8,5,4,0,2.0,1,Laboratory Technician,Married
RM1075,33,26-35,5,Life Sciences,Male,14,0,0,0,0.0,2,Healthcare Representative,Single
RM1092,33,26-35,3,Life Sciences,Male,5,5,3,0,2.0,2,Manufacturing Director,Single
RM1096,33,26-35,4,Life Sciences,Male,15,15,14,5,7.0,2,Laboratory Technician,Married
RM1106,33,26-35,4,Life Sciences,Male,8,2,2,2,2.0,2,Sales Executive,Married
RM1190,33,26-35,4,Medical,Male,6,6,2,0,4.0,2,Sales Executive,Divorced
RM1199,33,26-35,3,Life Sciences,Female,7,6,5,1,2.0,2,Sales Executive,Divorced
RM1211,33,26-35,3,Medical,Male,14,14,11,2,13.0,1,Laboratory Technician,Married
RM1254,33,26-35,3,Marketing,Female,13,11,7,1,7.0,2,Sales Executive,Single
RM1256,33,26-35,3,Life Sciences,Female,11,0,0,0,0.0,3,Sales Executive,Single
RM1266,33,26-35,3,Technical Degree,Male,11,9,8,1,7.0,2,Research Scientist,Divorced
RM1283,33,26-35,4,Life Sciences,Male,14,10,8,7,6.0,1,Research Scientist,Married
RM1364,33,26-35,4,Marketing,Male,10,10,4,0,9.0,2,Sales Executive,Single
RM1399,33,26-35,2,Life Sciences,Male,9,9,7,2,8.0,2,Healthcare Representative,Divorced
RM1416,33,26-35,2,Medical,Male,1,1,1,0,0.0,1,Laboratory Technician,Divorced
RM1426,33,26-35,2,Medical,Female,10,9,7,8,1.0,2,Healthcare Representative,Married
RM014,34,26-35,2,Medical,Male,3,2,2,1,2.0,1,Laboratory Technician,Divorced
RM023,34,26-35,4,Life Sciences,Female,13,12,6,2,3.0,3,Research Director,Single
RM025,34,26-35,1,Medical,Male,8,4,2,1,3.0,1,Research Scientist,Single
RM047,34,26-35,4,Marketing,Male,10,9,5,8,7.0,2,Sales Executive,Single
RM085,34,26-35,2,Medical,Male,5,5,2,1,3.0,2,Manufacturing Director,Married
RM104,34,26-35,4,Other,Female,16,16,13,2,10.0,2,Research Scientist,Single
RM112,34,26-35,3,Life Sciences,Male,9,9,7,0,6.0,2,Laboratory Technician,Single
RM115,34,26-35,4,Life Sciences,Female,12,1,0,0,0.0,2,Research Scientist,Divorced
RM117,34,26-35,3,Medical,Female,14,11,10,5,8.0,3,Manager,Single
RM160,34,26-35,4,Marketing,Female,6,4,3,1,2.0,1,Sales Representative,Married
RM182,34,26-35,2,Medical,Female,9,3,2,1,2.0,1,Research Scientist,Single
RM189,34,26-35,1,Life Sciences,Male,10,10,9,1,9.0,2,Manufacturing Director,Married
RM203,34,26-35,4,Medical,Male,5,5,3,2,0.0,1,Research Scientist,Divorced
RM248,34,26-35,4,Life Sciences,Male,13,11,9,5,9.0,2,Manufacturing Director,Married
RM379,34,26-35,3,Marketing,Male,9,5,2,0,4.0,2,Sales Executive,Single
RM394,34,26-35,4,Marketing,Female,6,3,2,1,2.0,2,Sales Executive,Married
RM416,34,26-35,2,Marketing,Female,3,2,2,1,0.0,1,Sales Representative,Divorced
RM433,34,26-35,4,Life Sciences,Male,14,7,3,5,7.0,1,Research Scientist,Divorced
RM441,34,26-35,3,Human Resources,Female,11,3,2,0,2.0,3,Human Resources,Divorced
RM463,34,26-35,4,Life Sciences,Male,10,10,7,5,7.0,2,Sales Executive,Single
RM482,34,26-35,2,Life Sciences,Male,6,6,5,1,3.0,1,Research Scientist,Married
RM495,34,26-35,3,Technical Degree,Female,8,8,2,0,6.0,1,Sales Representative,Divorced
RM504,34,26-35,5,Life Sciences,Male,10,10,9,8,8.0,1,Research Scientist,Married
RM525,34,26-35,3,Medical,Female,9,8,7,7,7.0,3,Healthcare Representative,Single
RM550,34,26-35,2,Medical,Female,10,5,1,4,3.0,2,Healthcare Representative,Single
